datetime,close,high,low,open,volume,volume_buy,volume_sell
2021-12-17 07:00:00,46125.33,47988.27,45373.11,47629.1,326458.135,159111.359,167346.776
2021-12-18 07:00:00,46815.99,47336.99,45438.43,46125.33,191006.415,95918.104,95088.311
2021-12-19 07:00:00,46668.63,48461.17,46399.37,46815.99,241698.541,120156.154,121542.387
2021-12-20 07:00:00,46898.14,47533.42,45530.67,46668.65,273804.259,136115.389,137688.87000000002
2021-12-21 07:00:00,48875.15,49298.78,46650.0,46896.82,260008.358,132298.47,127709.888
2021-12-22 07:00:00,48569.69,49599.0,48420.02,48875.88,208463.689,103012.088,105451.60100000001
2021-12-23 07:00:00,50817.92,51377.74,48020.0,48569.69,255885.48,128696.325,127189.15500000001
2021-12-24 07:00:00,50808.55,51805.0,50379.25,50817.94,220208.725,109811.663,110397.062
2021-12-25 07:00:00,50403.64,51190.0,50105.0,50809.37,147662.438,72934.601,74727.837
2021-12-26 07:00:00,50765.73,51300.0,49350.0,50403.64,184800.616,89518.393,95282.22300000001
2021-12-27 07:00:00,50707.72,52134.0,50450.0,50765.73,216225.263,106262.002,109963.26100000001
2021-12-28 07:00:00,47522.03,50713.56,47290.0,50707.72,336083.34,160404.199,175679.14100000003
2021-12-29 07:00:00,46436.54,48125.97,46000.0,47522.02,274795.378,134721.808,140073.57000000004
2021-12-30 07:00:00,47095.02,47911.68,45880.0,46436.53,229931.288,115635.442,114295.846
2021-12-31 07:00:00,46210.56,48575.0,45650.0,47095.02,287186.003,143410.36,143775.64300000004
2022-01-01 07:00:00,47704.35,47943.77,46210.55,46210.57,179433.584,89986.219,89447.365
2022-01-02 07:00:00,47280.0,48000.0,46605.68,47704.35,184795.093,91981.313,92813.78
2022-01-03 07:00:00,46445.81,47575.22,45665.4,47280.01,244781.793,119053.258,125728.535
2022-01-04 07:00:00,45833.42,47524.36,45445.57,46445.8,292149.75,143286.209,148863.541
2022-01-05 07:00:00,43421.69,47075.29,42270.0,45833.41,485477.569,232575.543,252902.026
2022-01-06 07:00:00,43080.01,43766.0,42385.83,43421.7,299509.851,148906.155,150603.69600000003
2022-01-07 07:00:00,41553.86,43135.0,40456.56,43080.01,473214.849,233270.71,239944.139
2022-01-08 07:00:00,41688.05,42335.0,40500.0,41553.87,283737.224,143063.594,140673.62999999998
2022-01-09 07:00:00,41851.22,42773.85,41170.0,41688.05,223134.952,112664.922,110470.02999999998
2022-01-10 07:00:00,41801.55,42219.84,39610.0,41851.22,453644.116,225243.622,228400.49399999998
2022-01-11 07:00:00,42700.68,43118.0,41255.0,41801.55,323760.691,163255.397,160505.294
2022-01-12 07:00:00,43880.72,44300.0,42415.0,42700.69,281339.294,144555.452,136783.842
2022-01-13 07:00:00,42534.32,44396.68,42301.16,43880.72,289289.18,139605.73,149683.44999999998
2022-01-14 07:00:00,43042.4,43450.0,41666.0,42538.72,272517.077,136435.116,136081.96099999998
2022-01-15 07:00:00,43070.51,43800.0,42530.64,43042.4,184649.157,93161.362,91487.79500000001
2022-01-16 07:00:00,43060.66,43464.71,42531.69,43070.51,177450.475,88227.295,89223.18000000001
2022-01-17 07:00:00,42176.34,43159.32,41523.68,43060.66,232748.345,113249.87,119498.475
2022-01-18 07:00:00,42337.58,42680.0,41260.0,42176.34,267472.465,134653.499,132818.96600000001
2022-01-19 07:00:00,41657.89,42545.0,41115.64,42337.58,333952.095,166540.108,167411.98699999996
2022-01-20 07:00:00,40661.69,43495.0,40550.0,41656.9,399818.052,198970.276,200847.776
2022-01-21 07:00:00,36425.98,41095.76,35380.92,40662.06,790320.909,376964.65,413356.25899999996
2022-01-22 07:00:00,35043.73,36817.74,33950.0,36426.46,676272.904,335231.726,341041.17799999996
2022-01-23 07:00:00,36230.01,36496.92,34588.8,35043.73,369372.903,191345.791,178027.112
2022-01-24 07:00:00,36648.31,37528.0,32853.83,36230.0,823000.702,421032.595,401968.1070000001
2022-01-25 07:00:00,36934.26,37561.03,35693.0,36648.3,409535.517,209227.784,200307.73299999998
2022-01-26 07:00:00,36787.43,38886.58,36232.42,36934.26,554457.384,280710.342,273747.04199999996
2022-01-27 07:00:00,37131.0,37200.0,35471.53,36787.42,422006.922,214001.652,208005.27000000002
2022-01-28 07:00:00,37696.21,38000.0,36149.02,37131.0,367509.143,186916.622,180592.52099999998
2022-01-29 07:00:00,38150.01,38750.94,37252.0,37696.22,238657.764,121845.333,116812.431
2022-01-30 07:00:00,37870.01,38420.3,37334.83,38150.0,195029.125,98182.72,96846.405
2022-01-31 07:00:00,38439.04,38741.73,36620.0,37870.0,318440.392,165301.213,153139.179
2022-02-01 07:00:00,38680.51,39260.26,37969.0,38439.04,353354.121,180866.324,172487.797
2022-02-02 07:00:00,36892.03,38834.18,36529.81,38680.51,337570.934,164072.198,173498.736
2022-02-03 07:00:00,37289.86,37395.0,36204.3,36892.05,318656.228,162221.171,156435.057
2022-02-04 07:00:00,41550.0,41741.76,37011.0,37287.33,520105.77,275803.541,244302.229
2022-02-05 07:00:00,41374.69,41922.0,40920.0,41550.0,242184.07,121299.575,120884.49500000001
2022-02-06 07:00:00,42361.35,42656.8,41100.0,41374.68,215323.95,113028.37,102295.58000000002
2022-02-07 07:00:00,43829.99,44541.16,41609.76,42361.34,418053.774,216232.398,201821.376
2022-02-08 07:00:00,44021.57,45600.0,42641.0,43829.99,468015.421,238431.389,229584.03199999998
2022-02-09 07:00:00,44358.08,44826.0,43089.08,44021.58,300270.062,150266.938,150003.12399999998
2022-02-10 07:00:00,43471.29,45847.5,43136.96,44358.09,563922.075,283192.141,280729.93399999995
2022-02-11 07:00:00,42366.0,43900.0,41914.23,43471.3,414646.193,205984.41,208661.78300000002
2022-02-12 07:00:00,42199.87,42980.0,41540.0,42365.99,256269.325,128560.041,127709.28400000001
2022-02-13 07:00:00,42041.13,42755.97,41850.0,42199.88,192068.012,96534.906,95533.10599999999
